name;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
'unknown';0.010000;8.978060e+01;2.625290e-01;3.801117e-01
'unknown';0.020000;1.904961e+02;5.108797e-01;3.484008e-01
'unknown';0.030000;2.916633e+02;7.635503e-01;3.261321e-01
'unknown';0.040000;3.387034e+02;7.363483e-01;4.601363e-01
'unknown';0.050000;3.748086e+02;7.215174e-01;3.943879e-01
'unknown';0.060000;4.116949e+02;7.138111e-01;4.822029e-01
'unknown';0.070000;3.214240e+02;7.207651e-01;4.915045e-01
'unknown';0.080000;2.311280e+02;7.301488e-01;4.933722e-01
'unknown';0.090000;9.307461e+01;7.180155e-01;4.095500e-01
'unknown';0.100000;4.652474e+01;6.952040e-01;3.043961e-01
'unknown';0.110000;0;6.702893e-01;3.143704e-01
'unknown';0.120000;0;6.678284e-01;2.707605e-01
'unknown';0.130000;9.321664e+01;6.830081e-01;2.249357e-01
'unknown';0.140000;1.335452e+02;7.002141e-01;2.708157e-01
'unknown';0.150000;1.335452e+02;7.009243e-01;3.267387e-01
'unknown';0.160000;4.032857e+01;6.978431e-01;3.983499e-01
'unknown';0.170000;0;6.899176e-01;3.505764e-01
'unknown';0.180000;0;6.832218e-01;3.034258e-01
'unknown';0.190000;0;6.819847e-01;2.982041e-01
'unknown';0.200000;1.129981e+02;6.881168e-01;2.797071e-01
'unknown';0.210000;2.261090e+02;6.984944e-01;3.478429e-01
'unknown';0.220000;2.261090e+02;6.933902e-01;2.283194e-01
'unknown';0.230000;1.711436e+02;7.035038e-01;3.336440e-01
'unknown';0.240000;1.161808e+02;7.041968e-01;3.199396e-01
'unknown';0.250000;1.812422e+02;7.192125e-01;4.474215e-01
'unknown';0.260000;1.232094e+02;7.084074e-01;4.539550e-01
'unknown';0.270000;1.581037e+02;7.158065e-01;4.551809e-01
'unknown';0.280000;1.955878e+02;7.375072e-01;3.856962e-01
'unknown';0.290000;2.997387e+02;7.837148e-01;3.623587e-01
'unknown';0.300000;3.162120e+02;8.250677e-01;4.806705e-01
'unknown';0.310000;3.254805e+02;8.516796e-01;5.901474e-01
'unknown';0.320000;3.329254e+02;8.576245e-01;1.038637e+00
'unknown';0.330000;3.337189e+02;8.420995e-01;1.036937e+00
'unknown';0.340000;3.167239e+02;8.033264e-01;1.346032e+00
'unknown';0.350000;2.984474e+02;7.948075e-01;1.011979e+00
'unknown';0.360000;2.804116e+02;8.063286e-01;8.827915e-01
'unknown';0.370000;2.771792e+02;8.175230e-01;5.050315e-01
'unknown';0.380000;2.950344e+02;7.908552e-01;6.603481e-01
'unknown';0.390000;3.154392e+02;7.678487e-01;5.573113e-01
'unknown';0.400000;3.350487e+02;7.663047e-01;4.928445e-01
'unknown';0.410000;3.349305e+02;7.756638e-01;2.945004e-01
'unknown';0.420000;3.336507e+02;7.739133e-01;3.542837e-01
'unknown';0.430000;3.342295e+02;7.650663e-01;4.496568e-01
'unknown';0.440000;3.343128e+02;7.627484e-01;2.979319e-01
'unknown';0.450000;3.364705e+02;7.512720e-01;2.970146e-01
'unknown';0.460000;2.246956e+02;7.305503e-01;3.088430e-01
'unknown';0.470000;1.135558e+02;6.816494e-01;3.477672e-01
'unknown';0.480000;0;6.449392e-01;3.820592e-01
'unknown';0.490000;0;6.261452e-01;3.346225e-01
'unknown';0.500000;1.146122e+02;6.546460e-01;3.685568e-01
'unknown';0.510000;2.296654e+02;6.832573e-01;5.008698e-01
'unknown';0.520000;2.296654e+02;6.919761e-01;6.958889e-01
'unknown';0.530000;1.150532e+02;6.833913e-01;8.528614e-01
'unknown';0.540000;0;6.726391e-01;8.208629e-01
'unknown';0.550000;9.442979e+01;6.951906e-01;5.367781e-01
'unknown';0.560000;1.508996e+02;7.151428e-01;3.443164e-01
'unknown';0.570000;1.508996e+02;7.179944e-01;1.572236e-01
'unknown';0.580000;5.646978e+01;6.990294e-01;2.332811e-01
'unknown';0.590000;0;6.629512e-01;2.124978e-01
'unknown';0.600000;4.614106e+01;6.704604e-01;1.961654e-01
'unknown';0.610000;2.298940e+02;6.983616e-01;1.747704e-01
'unknown';0.620000;4.161147e+02;7.371654e-01;1.866534e-01
'unknown';0.630000;3.699737e+02;7.256424e-01;1.924220e-01
'unknown';0.640000;2.266163e+02;7.150669e-01;1.828416e-01
'unknown';0.650000;8.039139e+01;7.035918e-01;1.779020e-01
'unknown';0.660000;1.200193e+02;7.129779e-01;2.114674e-01
'unknown';0.670000;1.056942e+02;7.056980e-01;2.190100e-01
'unknown';0.680000;6.569837e+01;6.927199e-01;1.834907e-01
'unknown';0.690000;2.607042e+01;6.873250e-01;2.526325e-01
'unknown';0.700000;9.958466e+01;7.165814e-01;2.326125e-01
'unknown';0.710000;1.995784e+02;7.717781e-01;3.245480e-01
'unknown';0.720000;3.022070e+02;8.291472e-01;2.683308e-01
'unknown';0.730000;3.057889e+02;8.471767e-01;7.154805e-01
'unknown';0.740000;3.112084e+02;8.515159e-01;9.747761e-01
'unknown';0.750000;3.186016e+02;8.554103e-01;1.058955e+00
'unknown';0.760000;3.270071e+02;8.688574e-01;8.004911e-01
'unknown';0.770000;3.332765e+02;8.815839e-01;7.892766e-01
'unknown';0.780000;3.346316e+02;8.897924e-01;9.905335e-01
'unknown';0.790000;3.342505e+02;8.930243e-01;9.923677e-01
'unknown';0.800000;3.333523e+02;8.879468e-01;8.674670e-01
'unknown';0.810000;3.296178e+02;8.816544e-01;9.672967e-01
'unknown';0.820000;3.232607e+02;8.744845e-01;1.057421e+00
'unknown';0.830000;3.148274e+02;8.733211e-01;1.017812e+00
'unknown';0.840000;3.082403e+02;8.755164e-01;7.808191e-01
'unknown';0.850000;3.041333e+02;8.805873e-01;8.360557e-01
'unknown';0.860000;3.025318e+02;8.850806e-01;9.817060e-01
'unknown';0.870000;3.021918e+02;8.891581e-01;1.219861e+00
'unknown';0.880000;3.018444e+02;8.915470e-01;1.186568e+00
'unknown';0.890000;3.009413e+02;8.943178e-01;1.025491e+00
'unknown';0.900000;2.990103e+02;8.956344e-01;7.528529e-01
'unknown';0.910000;2.960138e+02;8.949601e-01;5.157660e-01
'unknown';0.920000;2.914768e+02;8.920083e-01;4.073702e-01
'unknown';0.930000;2.858725e+02;8.857594e-01;4.276047e-01
'unknown';0.940000;2.794269e+02;8.809252e-01;7.908236e-01
'unknown';0.950000;2.733965e+02;8.765826e-01;8.167712e-01
'unknown';0.960000;2.678386e+02;8.769738e-01;6.901557e-01
'unknown';0.970000;2.639761e+02;8.678232e-01;5.920030e-01
