name;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
'unknown';0.010000;3.607829e+01;2.345737e-01;4.372799e-01
'unknown';0.020000;1.070393e+02;5.094474e-01;5.093142e-01
'unknown';0.030000;1.779618e+02;7.909462e-01;5.639756e-01
'unknown';0.040000;2.128601e+02;8.417829e-01;3.493185e-01
'unknown';0.050000;2.128226e+02;8.551140e-01;3.283708e-01
'unknown';0.060000;2.124123e+02;8.615558e-01;4.883839e-01
'unknown';0.070000;2.111792e+02;8.569019e-01;7.746999e-01
'unknown';0.080000;2.100563e+02;8.505736e-01;9.132751e-01
'unknown';0.090000;2.101806e+02;8.378367e-01;7.195165e-01
'unknown';0.100000;2.120535e+02;8.300188e-01;4.351007e-01
'unknown';0.110000;2.150761e+02;8.230033e-01;4.353042e-01
'unknown';0.120000;2.185605e+02;8.201378e-01;4.674587e-01
'unknown';0.130000;2.221127e+02;8.231406e-01;5.208566e-01
'unknown';0.140000;2.257604e+02;8.252926e-01;3.037784e-01
'unknown';0.150000;2.289560e+02;8.315125e-01;2.810949e-01
'unknown';0.160000;2.313902e+02;8.330033e-01;2.698831e-01
'unknown';0.170000;2.326331e+02;8.370641e-01;4.968359e-01
'unknown';0.180000;2.331182e+02;8.388276e-01;6.810686e-01
'unknown';0.190000;2.335621e+02;8.474822e-01;8.289447e-01
'unknown';0.200000;2.343415e+02;8.515592e-01;7.639758e-01
'unknown';0.210000;2.356119e+02;8.570690e-01;8.105803e-01
'unknown';0.220000;2.373549e+02;8.566329e-01;8.058771e-01
'unknown';0.230000;2.393179e+02;8.541882e-01;7.438256e-01
'unknown';0.240000;2.414774e+02;8.540922e-01;5.819865e-01
'unknown';0.250000;2.435882e+02;8.555875e-01;6.765949e-01
'unknown';0.260000;2.453837e+02;8.630531e-01;6.767659e-01
'unknown';0.270000;2.466496e+02;8.667167e-01;7.714667e-01
'unknown';0.280000;2.474448e+02;8.699096e-01;5.450895e-01
