name;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
'unknown';0.010000;0;2.170074e-01;3.889962e-02
'unknown';0.020000;0;4.390482e-01;1.079441e-01
'unknown';0.030000;0;6.427363e-01;1.016844e-01
'unknown';0.040000;0;6.301690e-01;1.826566e-01
'unknown';0.050000;0;6.184166e-01;1.264655e-01
'unknown';0.060000;0;6.159975e-01;1.505998e-01
'unknown';0.070000;0;6.062304e-01;1.187968e-01
'unknown';0.080000;0;5.995227e-01;1.489644e-01
'unknown';0.090000;0;6.014048e-01;1.201249e-01
'unknown';0.100000;0;5.873967e-01;1.792566e-01
'unknown';0.110000;0;5.962349e-01;1.428737e-01
'unknown';0.120000;0;6.389775e-01;1.570163e-01
'unknown';0.130000;0;6.814261e-01;8.790760e-02
'unknown';0.140000;0;6.745210e-01;1.216839e-01
'unknown';0.150000;1.349193e+02;6.619799e-01;1.193773e-01
'unknown';0.160000;2.683389e+02;6.851431e-01;1.027220e-01
'unknown';0.170000;3.999709e+02;7.238641e-01;8.225504e-02
'unknown';0.180000;2.650516e+02;7.224796e-01;1.130101e-01
'unknown';0.190000;1.316321e+02;6.787939e-01;2.236185e-01
'unknown';0.200000;0;6.407261e-01;2.304894e-01
'unknown';0.210000;0;6.209711e-01;1.871998e-01
'unknown';0.220000;0;6.461232e-01;1.007884e-01
'unknown';0.230000;1.203359e+02;6.767764e-01;9.982395e-02
'unknown';0.240000;2.402935e+02;7.101416e-01;1.078710e-01
'unknown';0.250000;3.604098e+02;7.355099e-01;9.812423e-02
'unknown';0.260000;3.604153e+02;7.533910e-01;5.686500e-02
'unknown';0.270000;3.604827e+02;7.577369e-01;6.565791e-02
'unknown';0.280000;3.596255e+02;7.529144e-01;7.252147e-02
'unknown';0.290000;3.573051e+02;7.468570e-01;7.550634e-02
'unknown';0.300000;3.544858e+02;7.388579e-01;1.284095e-01
'unknown';0.310000;2.352267e+02;7.106628e-01;1.186178e-01
'unknown';0.320000;1.172057e+02;6.822354e-01;1.257015e-01
'unknown';0.330000;0;6.619032e-01;6.690378e-02
'unknown';0.340000;0;6.597280e-01;8.875132e-02
'unknown';0.350000;0;6.573754e-01;1.264264e-01
'unknown';0.360000;0;6.440673e-01;2.058402e-01
'unknown';0.370000;0;6.493204e-01;2.401339e-01
'unknown';0.380000;3.849496e+01;6.925678e-01;3.096304e-01
'unknown';0.390000;7.713642e+01;7.577131e-01;2.854660e-01
'unknown';0.400000;1.157614e+02;8.081186e-01;2.703514e-01
'unknown';0.410000;1.161446e+02;8.214488e-01;2.173491e-01
'unknown';0.420000;1.170414e+02;8.184103e-01;2.338722e-01
'unknown';0.430000;1.188387e+02;7.958855e-01;3.350204e-01
'unknown';0.440000;1.261700e+02;7.776478e-01;4.106181e-01
'unknown';0.450000;1.332985e+02;7.783635e-01;5.505155e-01
'unknown';0.460000;1.398828e+02;8.027604e-01;4.923563e-01
'unknown';0.470000;1.410476e+02;8.225331e-01;4.589216e-01
'unknown';0.480000;1.424889e+02;8.245030e-01;5.659297e-01
'unknown';0.490000;1.446888e+02;8.213674e-01;7.615890e-01
'unknown';0.500000;1.481366e+02;8.171845e-01;6.936674e-01
'unknown';0.510000;1.530140e+02;8.233151e-01;5.297084e-01
'unknown';0.520000;2.121630e+02;8.346705e-01;4.395010e-01
'unknown';0.530000;2.701227e+02;8.471197e-01;6.338170e-01
'unknown';0.540000;3.297510e+02;8.409294e-01;8.871382e-01
'unknown';0.550000;2.775616e+02;7.963031e-01;8.398456e-01
'unknown';0.560000;2.238601e+02;7.535618e-01;9.009708e-01
'unknown';0.570000;1.646484e+02;7.217550e-01;6.017199e-01
'unknown';0.580000;1.551448e+02;7.346580e-01;4.692448e-01
'unknown';0.590000;1.232584e+02;7.293137e-01;2.696545e-01
'unknown';0.600000;1.179190e+02;7.232599e-01;3.476218e-01
'unknown';0.610000;1.193193e+02;7.280774e-01;4.190221e-01
'unknown';0.620000;1.451142e+02;7.612111e-01;3.556997e-01
'unknown';0.630000;1.464764e+02;7.982474e-01;2.484711e-01
'unknown';0.640000;1.482920e+02;8.166675e-01;1.995362e-01
'unknown';0.650000;1.491746e+02;8.258064e-01;3.057870e-01
'unknown';0.660000;1.495878e+02;8.318055e-01;3.178136e-01
'unknown';0.670000;1.494478e+02;8.391020e-01;4.867483e-01
'unknown';0.680000;1.490837e+02;8.433004e-01;5.690898e-01
'unknown';0.690000;1.482483e+02;8.498061e-01;6.783195e-01
'unknown';0.700000;1.471902e+02;8.508605e-01;8.595102e-01
'unknown';0.710000;1.462861e+02;8.522136e-01;8.226789e-01
