name;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
'unknown';0.010000;0;2.198460e-01;2.498065e-01
'unknown';0.020000;4.156710e+01;4.566288e-01;2.641422e-01
'unknown';0.030000;8.302716e+01;6.922498e-01;3.301693e-01
'unknown';0.040000;8.302716e+01;6.830781e-01;3.776229e-01
'unknown';0.050000;4.146006e+01;6.630747e-01;3.949716e-01
'unknown';0.060000;0;6.489473e-01;2.520243e-01
'unknown';0.070000;0;6.511354e-01;2.129663e-01
'unknown';0.080000;0;6.610566e-01;1.587738e-01
'unknown';0.090000;0;6.718995e-01;2.256287e-01
'unknown';0.100000;7.723275e+01;7.180462e-01;1.813933e-01
'unknown';0.110000;2.316757e+02;7.754800e-01;2.436658e-01
'unknown';0.120000;3.847755e+02;8.111753e-01;2.611106e-01
'unknown';0.130000;3.577382e+02;7.881937e-01;4.009200e-01
'unknown';0.140000;2.522827e+02;7.446831e-01;3.443644e-01
'unknown';0.150000;1.791562e+02;7.250108e-01;4.234337e-01
'unknown';0.160000;2.081934e+02;7.608503e-01;2.739658e-01
'unknown';0.170000;2.393749e+02;7.878426e-01;5.040476e-01
'unknown';0.180000;2.454959e+02;8.146355e-01;7.767257e-01
'unknown';0.190000;2.564780e+02;8.234206e-01;9.083733e-01
'unknown';0.200000;2.675310e+02;8.386080e-01;9.981512e-01
'unknown';0.210000;2.720705e+02;8.400243e-01;6.933386e-01
'unknown';0.220000;2.712473e+02;8.251820e-01;5.918320e-01
'unknown';0.230000;2.626814e+02;8.013096e-01;3.863532e-01
'unknown';0.240000;2.581303e+02;7.722004e-01;4.264634e-01
'unknown';0.250000;2.548884e+02;7.431951e-01;4.771582e-01
'unknown';0.260000;1.722323e+02;6.903257e-01;3.817207e-01
'unknown';0.270000;8.614941e+01;6.705008e-01;2.436813e-01
'unknown';0.280000;8.621036e+01;6.991512e-01;2.089747e-01
'unknown';0.290000;1.735923e+02;7.736381e-01;3.134037e-01
'unknown';0.300000;2.615937e+02;8.203864e-01;4.227279e-01
'unknown';0.310000;2.627021e+02;8.295874e-01;5.112018e-01
'unknown';0.320000;2.609503e+02;8.099915e-01;6.270916e-01
