name;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
'unknown';0.010000;3.503698e+01;2.741703e-01;1.181551e+00
'unknown';0.020000;6.941992e+01;5.467215e-01;1.014325e+00
'unknown';0.030000;1.031816e+02;8.186306e-01;7.541072e-01
'unknown';0.040000;1.012998e+02;8.176436e-01;4.626803e-01
'unknown';0.050000;9.973289e+01;8.154507e-01;5.655718e-01
'unknown';0.060000;9.857553e+01;8.107593e-01;6.999293e-01
'unknown';0.070000;9.684151e+01;7.983233e-01;6.472325e-01
'unknown';0.080000;9.449298e+01;7.867503e-01;4.858046e-01
'unknown';0.090000;9.256284e+01;7.688339e-01;5.850841e-01
'unknown';0.100000;9.084927e+01;7.486725e-01;6.035777e-01
'unknown';0.110000;9.261214e+01;7.374568e-01;4.988714e-01
'unknown';0.120000;9.580732e+01;7.325874e-01;2.180148e-01
'unknown';0.130000;1.000188e+02;7.331125e-01;1.715464e-01
'unknown';0.140000;1.001285e+02;7.294032e-01;2.686650e-01
'unknown';0.150000;9.850236e+01;7.340930e-01;2.913664e-01
'unknown';0.160000;9.975067e+01;7.340311e-01;3.265903e-01
'unknown';0.170000;1.000231e+02;7.387270e-01;2.699164e-01
'unknown';0.180000;1.011178e+02;7.340451e-01;3.143854e-01
'unknown';0.190000;6.595037e+01;7.192677e-01;2.850523e-01
'unknown';0.200000;3.333791e+01;6.974354e-01;3.308011e-01
'unknown';0.210000;1.531895e+02;6.930925e-01;2.371034e-01
'unknown';0.220000;1.840508e+02;7.035821e-01;1.982327e-01
'unknown';0.230000;1.840508e+02;7.038075e-01;1.273545e-01
'unknown';0.240000;3.086132e+01;6.901979e-01;1.779660e-01
'unknown';0.250000;2.358727e+01;6.924203e-01;2.349150e-01
'unknown';0.260000;5.337081e+01;7.039120e-01;2.490611e-01
'unknown';0.270000;9.367532e+01;7.191082e-01;1.987088e-01
'unknown';0.280000;1.163057e+02;7.198489e-01;1.055939e-01
'unknown';0.290000;1.327099e+02;7.275216e-01;6.305561e-02
'unknown';0.300000;9.240542e+01;7.006226e-01;9.105884e-02
'unknown';0.310000;7.416322e+01;6.967807e-01;1.670428e-01
'unknown';0.320000;8.555967e+01;6.851733e-01;3.101249e-01
'unknown';0.330000;1.398832e+02;7.064760e-01;3.914225e-01
'unknown';0.340000;2.137347e+02;7.058347e-01;3.594011e-01
'unknown';0.350000;2.567616e+02;7.200065e-01;3.891104e-01
'unknown';0.360000;3.031412e+02;7.493351e-01;4.134568e-01
'unknown';0.370000;3.025858e+02;7.884253e-01;5.702741e-01
'unknown';0.380000;3.031189e+02;8.128560e-01;4.586526e-01
'unknown';0.390000;3.032965e+02;8.263791e-01;5.341072e-01
'unknown';0.400000;3.034303e+02;8.319181e-01;6.212427e-01
'unknown';0.410000;3.051332e+02;8.311584e-01;7.906491e-01
'unknown';0.420000;3.086648e+02;8.251848e-01;7.266998e-01
'unknown';0.430000;3.123629e+02;8.127710e-01;7.593104e-01
'unknown';0.440000;3.167018e+02;7.895591e-01;5.368599e-01
'unknown';0.450000;3.206918e+02;7.672219e-01;8.282738e-01
'unknown';0.460000;3.198485e+02;7.556111e-01;5.261438e-01
'unknown';0.470000;3.163005e+02;7.760989e-01;7.097505e-01
'unknown';0.480000;3.113823e+02;7.861827e-01;4.108051e-01
'unknown';0.490000;2.071219e+02;7.540741e-01;4.829767e-01
'unknown';0.500000;1.349939e+02;7.229505e-01;4.452295e-01
'unknown';0.510000;6.319062e+01;7.071156e-01;2.967199e-01
'unknown';0.520000;1.183682e+02;7.275569e-01;4.308883e-01
'unknown';0.530000;1.420359e+02;7.335728e-01;6.050041e-01
'unknown';0.540000;1.645149e+02;7.475283e-01;8.135507e-01
'unknown';0.550000;1.627150e+02;7.701070e-01;1.131971e+00
'unknown';0.560000;1.608088e+02;7.876908e-01;1.064653e+00
'unknown';0.570000;1.599994e+02;7.672725e-01;1.057710e+00
'unknown';0.580000;1.603119e+02;7.453712e-01;9.315562e-01
'unknown';0.590000;1.607308e+02;7.291405e-01;8.210847e-01
'unknown';0.600000;1.543123e+02;7.264721e-01;8.310928e-01
'unknown';0.610000;1.475538e+02;7.156281e-01;5.534883e-01
'unknown';0.620000;1.391660e+02;7.207214e-01;6.300900e-01
'unknown';0.630000;1.364325e+02;7.354393e-01;6.075645e-01
'unknown';0.640000;8.950065e+01;7.297470e-01;8.701375e-01
'unknown';0.650000;1.247257e+02;7.132981e-01;7.948708e-01
'unknown';0.660000;1.477428e+02;7.007548e-01;8.932953e-01
'unknown';0.670000;2.149582e+02;7.116599e-01;5.606562e-01
'unknown';0.680000;1.344309e+02;6.999628e-01;7.604999e-01
'unknown';0.690000;1.612299e+02;7.043890e-01;7.482850e-01
'unknown';0.700000;1.878929e+02;7.262599e-01;9.314153e-01
'unknown';0.710000;2.807649e+02;7.683821e-01;7.460837e-01
'unknown';0.720000;2.796559e+02;7.809984e-01;9.690609e-01
'unknown';0.730000;1.857775e+02;7.446850e-01;1.203553e+00
'unknown';0.740000;1.754833e+02;7.349154e-01;1.111862e+00
'unknown';0.750000;1.652354e+02;7.257908e-01;8.150933e-01
'unknown';0.760000;2.513661e+02;7.457853e-01;7.106140e-01
'unknown';0.770000;2.497322e+02;7.321272e-01;7.971394e-01
'unknown';0.780000;2.480186e+02;7.236940e-01;6.737627e-01
'unknown';0.790000;2.429768e+02;7.301601e-01;6.598062e-01
'unknown';0.800000;2.426487e+02;7.297723e-01;7.795325e-01
'unknown';0.810000;2.377154e+02;7.318804e-01;9.980359e-01
'unknown';0.820000;2.423525e+02;7.330425e-01;8.277542e-01
'unknown';0.830000;2.480997e+02;7.451821e-01;9.765007e-01
'unknown';0.840000;2.580838e+02;7.638898e-01;1.115521e+00
'unknown';0.850000;2.580487e+02;7.647793e-01;1.070701e+00
'unknown';0.860000;2.573877e+02;7.701147e-01;7.259349e-01
'unknown';0.870000;2.871101e+02;7.505209e-01;5.548649e-01
'unknown';0.880000;2.014192e+02;7.222040e-01;6.552947e-01
'unknown';0.890000;1.157172e+02;7.023639e-01;8.995001e-01
'unknown';0.900000;0;6.945896e-01;7.125284e-01
'unknown';0.910000;0;6.931295e-01;5.525317e-01
'unknown';0.920000;0;6.776856e-01;3.703698e-01
'unknown';0.930000;0;6.735885e-01;5.410879e-01
'unknown';0.940000;0;6.797449e-01;8.061689e-01
'unknown';0.950000;7.865544e+01;6.948882e-01;1.067068e+00
'unknown';0.960000;1.446800e+02;7.070909e-01;8.918930e-01
'unknown';0.970000;2.107045e+02;7.145103e-01;8.092336e-01
'unknown';0.980000;1.971262e+02;7.188147e-01;6.939618e-01
'unknown';0.990000;1.922504e+02;7.167167e-01;9.386479e-01
'unknown';1.000000;1.874173e+02;7.202861e-01;1.248934e+00
'unknown';1.010000;1.836521e+02;7.127282e-01;1.181138e+00
'unknown';1.020000;1.225034e+02;7.058694e-01;1.003507e+00
'unknown';1.030000;6.131187e+01;6.928303e-01;6.310224e-01
'unknown';1.040000;0;7.031185e-01;8.646595e-01
'unknown';1.050000;0;7.017714e-01;1.076103e+00
'unknown';1.060000;4.243543e+01;7.188038e-01;1.324666e+00
'unknown';1.070000;8.506915e+01;7.171896e-01;1.344706e+00
'unknown';1.080000;8.506915e+01;7.082042e-01;1.238784e+00
'unknown';1.090000;4.263372e+01;6.936655e-01;1.049378e+00
'unknown';1.100000;6.090064e+01;6.868897e-01;8.266413e-01
'unknown';1.110000;1.218174e+02;7.097991e-01;8.336943e-01
'unknown';1.120000;1.823542e+02;7.269556e-01;7.820787e-01
