name;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
'unknown';0.010000;0;2.329142e-01;1.430650e-01
'unknown';0.020000;0;4.474226e-01;1.458267e-01
'unknown';0.030000;0;6.693847e-01;1.561496e-01
'unknown';0.040000;0;6.529757e-01;1.557131e-01
'unknown';0.050000;0;6.604739e-01;1.595846e-01
'unknown';0.060000;0;6.561396e-01;1.264416e-01
'unknown';0.070000;0;6.595914e-01;1.346731e-01
'unknown';0.080000;0;6.499687e-01;1.137218e-01
'unknown';0.090000;0;6.395677e-01;1.386688e-01
'unknown';0.100000;0;6.308365e-01;1.372310e-01
'unknown';0.110000;0;6.457569e-01;1.173790e-01
'unknown';0.120000;0;6.566619e-01;8.036658e-02
'unknown';0.130000;0;6.490688e-01;6.707645e-02
'unknown';0.140000;0;6.261825e-01;1.060565e-01
'unknown';0.150000;0;6.256190e-01;1.182703e-01
'unknown';0.160000;0;6.352810e-01;1.713835e-01
'unknown';0.170000;0;6.431708e-01;1.431538e-01
'unknown';0.180000;0;6.423330e-01;1.826271e-01
'unknown';0.190000;0;6.414501e-01;1.262699e-01
'unknown';0.200000;0;6.521243e-01;1.211876e-01
'unknown';0.210000;0;6.668490e-01;9.137567e-02
'unknown';0.220000;0;6.775399e-01;9.076751e-02
'unknown';0.230000;0;6.929018e-01;7.635213e-02
'unknown';0.240000;0;6.855278e-01;5.976018e-02
'unknown';0.250000;0;6.918407e-01;3.408292e-02
'unknown';0.260000;0;6.916836e-01;3.788991e-02
'unknown';0.270000;0;6.957414e-01;7.968075e-02
'unknown';0.280000;0;6.939566e-01;7.927983e-02
'unknown';0.290000;0;6.877365e-01;1.461543e-01
'unknown';0.300000;0;6.904266e-01;1.533995e-01
'unknown';0.310000;0;6.845727e-01;1.724413e-01
'unknown';0.320000;0;4.526060e-01;1.182475e-01
'unknown';0.330000;0;2.217768e-01;1.100341e-01
'unknown';0.340000;0;2.296638e-01;1.252879e-01
'unknown';0.350000;0;4.438327e-01;1.415578e-01
'unknown';0.360000;0;6.572497e-01;8.893339e-02
'unknown';0.370000;0;6.341270e-01;7.459657e-02
'unknown';0.380000;0;6.341302e-01;6.821658e-02
'unknown';0.390000;0;6.411395e-01;6.981174e-02
'unknown';0.400000;0;6.575205e-01;9.693426e-02
'unknown';0.410000;9.921438e+01;7.173774e-01;1.649937e-01
'unknown';0.420000;2.008466e+02;7.765064e-01;1.719831e-01
'unknown';0.430000;3.067077e+02;8.404915e-01;1.661672e-01
'unknown';0.440000;3.143495e+02;8.603650e-01;3.394234e-01
'unknown';0.450000;3.199215e+02;8.754866e-01;8.555619e-01
'unknown';0.460000;3.210914e+02;8.839710e-01;1.365670e+00
'unknown';0.470000;3.204627e+02;8.845046e-01;1.369476e+00
'unknown';0.480000;3.184006e+02;8.818038e-01;1.347021e+00
'unknown';0.490000;3.150690e+02;8.751315e-01;1.238940e+00
'unknown';0.500000;3.106339e+02;8.705509e-01;1.077380e+00
'unknown';0.510000;3.065328e+02;8.730232e-01;1.041337e+00
'unknown';0.520000;3.036469e+02;8.733972e-01;9.359687e-01
'unknown';0.530000;3.023817e+02;8.717003e-01;1.307841e+00
'unknown';0.540000;2.989455e+02;8.551294e-01;1.068742e+00
'unknown';0.550000;2.913070e+02;8.471255e-01;8.203046e-01
'unknown';0.560000;2.818943e+02;8.514504e-01;5.095147e-01
'unknown';0.570000;2.754657e+02;8.669232e-01;3.920976e-01
'unknown';0.580000;2.739508e+02;8.814723e-01;5.314792e-01
'unknown';0.590000;2.762193e+02;8.855667e-01;8.005760e-01
'unknown';0.600000;2.792557e+02;8.944283e-01;1.095503e+00
'unknown';0.610000;2.819975e+02;9.028381e-01;1.241472e+00
'unknown';0.620000;2.828031e+02;9.109848e-01;1.150071e+00
'unknown';0.630000;2.825001e+02;9.135472e-01;8.552463e-01
'unknown';0.640000;2.816284e+02;9.138823e-01;6.753339e-01
'unknown';0.650000;2.805938e+02;9.139540e-01;8.212776e-01
'unknown';0.660000;2.795934e+02;9.140800e-01;1.079996e+00
'unknown';0.670000;2.786134e+02;9.152834e-01;1.235033e+00
'unknown';0.680000;2.776725e+02;9.162957e-01;9.586160e-01
'unknown';0.690000;2.767807e+02;9.180026e-01;8.915009e-01
'unknown';0.700000;2.762780e+02;9.188468e-01;9.919227e-01
'unknown';0.710000;2.765596e+02;9.165832e-01;9.638471e-01
'unknown';0.720000;2.781102e+02;9.133534e-01;9.910302e-01
'unknown';0.730000;2.808322e+02;9.072995e-01;6.968399e-01
'unknown';0.740000;2.837633e+02;9.024405e-01;8.830394e-01
'unknown';0.750000;2.855980e+02;8.904594e-01;8.739438e-01
'unknown';0.760000;2.852628e+02;8.746737e-01;9.364150e-01
'unknown';0.770000;2.835214e+02;8.461929e-01;7.069292e-01
'unknown';0.780000;2.808878e+02;8.186281e-01;4.259545e-01
'unknown';0.790000;2.790177e+02;7.872583e-01;3.248834e-01
'unknown';0.800000;2.781809e+02;7.676091e-01;3.762659e-01
'unknown';0.810000;2.782415e+02;7.550997e-01;4.354718e-01
